Season,Player,Pos,Squad,Comp,Nation,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Second Yellow Card,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,npxG + xAG,PrgR,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Non-Penalty Goals - npxG,Pass Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Passes Blocked,Passes Offside,Passes Completed,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,% of Dribblers Tackled,Blocks,Shots Blocked,Passes Blocked.1,Interceptions,Clearences,Errors,Touches,Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Take-Ons Attempted,Successful Take-On %,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carries,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Best Role
2023-2024,Dembo Sylla,DF,Lorient,fr Ligue 1,gn GUI,20,1,0,45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,12.0,2.0,0.0,0.0,0.0,0.0,10.8,0.0,0.11,-0.20,44.0,36.0,8.0,0.0,0.0,2.0,0.0,38.0,86.4,756.0,48.0,18.0,18.0,100.0,14.0,16.0,87.5,6.0,8.0,75.0,0.0,0.0,2.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,56.0,12.0,16.0,28.0,2.0,0.0,0.0,0.0,42.0,136.0,0.0,24.0,2.0,0.0,2.0,2.0,42.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Complete Wing-Back
2023-2024,Abakar Sylla,DF,Strasbourg,fr Ligue 1,ci CIV,20,22,19,"1,792",19.9,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.08,0.08,0.03,0.01,-0.03,0.1,0.1,0.55,0.25,45.5,0.18,0.4,14.6,0.0,0.14,0.02,63.6,59.6,3.97,1.51,0.0,0.25,0.05,55.8,87.8,993.4,336.6,21.9,23.8,92.2,28.5,31.1,91.7,04.07,6.98,58.3,0.25,2.61,0.2,0.0,3.62,0.35,0.15,0.0,0.0,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.05,2.71,1.16,1.51,0.95,0.25,02.01,72.5,02.01,0.55,1.46,1.31,3.52,0.1,74.9,36.0,36.6,2.81,0.9,0.65,69.2,30.8,53.3,301.5,0.4,161.6,0.55,0.0,0.7,0.35,48.3,0.1,1.51,0.2,0.05,0.0,0.0,0.05,6.23,1.61,01.06,60.4,No-Nonsense Centre-Back
2023-2024,Karol Świderski,"FW,MF",Hellas Verona,it Serie A,pl POL,26,15,3,504,5.6,0.36,0.0,0.36,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.07,0.11,-0.07,0.39,3.39,2.68,01.07,40.0,0.13,0.33,13.7,0.0,0.12,0.05,21.4,19.03,1.61,0.0,0.0,1.43,0.54,15.0,70.0,206.1,50.2,08.04,9.82,81.8,5.36,7.32,73.2,0.36,0.89,40.0,1.43,0.89,0.71,0.18,2.32,0.0,0.54,0.18,0.0,0.0,0.0,03.04,2.32,0.0,0.18,0.0,0.54,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,1.25,0.54,0.18,0.54,0.54,0.54,66.7,01.07,0.71,0.36,0.18,1.43,0.0,35.7,4.46,15.9,15.7,3.93,1.96,27.3,63.6,19.1,65.0,0.54,22.5,0.54,0.36,2.5,1.43,22.1,3.39,01.07,2.32,0.0,0.0,0.0,0.0,3.93,1.79,4.46,28.6,Advanced Forward
2023-2024,Williot Swedberg,"FW,MF",Celta Vigo,es La Liga,se SWE,19,15,4,439,4.9,01.02,0.0,01.02,01.02,01.03,0.0,0.0,0.2,0.0,0.0,0.47,0.47,0.04,0.14,-0.04,0.51,5.31,2.45,1.22,50.0,0.42,0.83,14.8,0.0,0.19,0.55,22.0,20.8,01.02,0.2,0.0,0.61,0.2,16.3,74.1,215.3,49.8,9.18,11.4,80.4,4.29,5.71,75.0,0.82,1.22,66.7,0.61,1.43,0.61,0.2,1.22,0.0,01.02,0.0,0.0,0.0,0.0,2.24,01.02,0.0,0.61,0.41,0.2,0.0,0.41,0.0,0.0,0.2,0.0,0.2,0.0,1.84,0.82,0.61,1.22,0.0,1.63,62.5,2.24,0.2,02.04,0.0,0.82,0.0,35.7,4.49,13.9,17.8,4.69,2.86,50.0,35.7,21.8,114.5,1.43,55.7,1.22,0.82,02.04,02.04,24.3,5.31,1.22,2.24,0.41,0.2,0.0,0.0,3.67,01.02,01.02,50.0,Inverted Winger
2023-2024,Mile Svilar,GK,Roma,it Serie A,rs SRB,23,15,15,"1,35",15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,40.3,32.8,7.53,1.6,0.0,0.0,0.0,35.1,86.9,768.5,488.9,9.53,9.53,100.0,19.8,20.0,99.0,5.67,10.7,52.8,0.07,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.07,42.9,42.9,0.07,0.0,0.0,0.07,100.0,0.0,27.6,129.7,0.0,78.3,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.27,0.0,0.0,0.0,0.0,1.27,0.33,0.0,100.0,Sweeper Keeper
2023-2024,Max Svensson,FW,Osasuna,es La Liga,es ESP,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inverted Winger
2023-2024,Mattias Svanberg,MF,Wolfsburg,de Bundesliga,se SWE,24,25,20,"1,715",19.1,0.05,0.16,0.21,0.05,0.21,0.0,0.0,0.42,0.0,0.0,0.16,0.16,0.12,0.13,0.04,0.28,2.72,2.2,0.58,26.2,0.02,0.09,21.5,0.31,0.07,-0.10,42.3,39.4,2.72,1.36,0.1,0.99,0.16,30.1,71.1,470.2,152.8,16.0,19.3,82.9,10.7,14.1,75.6,1.99,5.45,36.5,1.36,03.09,0.84,0.1,4.4,0.37,2.88,1.2,0.99,0.21,0.0,03.09,1.78,0.52,0.21,0.31,0.26,0.0,0.47,0.37,0.0,0.0,0.05,0.05,0.0,1.94,0.89,0.42,0.99,0.52,1.99,31.6,1.31,0.26,01.05,1.1,1.47,0.0,54.2,10.4,29.7,14.9,1.52,1.57,50.0,43.3,26.2,124.3,1.47,65.4,01.05,0.37,1.88,0.58,34.0,2.72,2.2,1.68,0.1,0.05,0.0,0.0,5.13,01.05,0.58,64.5,Mezzala
2023-2024,Suso,"MF,FW",Sevilla,es La Liga,es ESP,29,29,15,"1,517",16.9,0.06,0.24,0.3,0.06,0.3,0.0,0.0,0.3,0.0,0.06,0.08,0.08,0.23,0.29,0.01,0.31,6.45,1.54,0.36,23.1,0.04,0.17,24.3,0.06,0.05,-0.02,53.7,47.2,6.21,2.19,0.12,1.72,0.3,41.5,77.4,718.9,234.2,21.7,24.0,90.4,13.4,16.9,79.6,5.38,9.35,57.6,2.49,4.38,2.25,0.83,6.51,1.24,7.81,2.96,1.6,01.01,0.0,5.38,3.55,1.54,0.12,0.12,0.06,0.0,0.71,0.53,0.12,0.06,0.0,0.0,0.0,1.42,01.01,0.83,0.47,0.12,1.66,28.6,0.53,0.0,0.53,0.3,0.24,0.0,63.0,7.75,25.1,30.9,1.72,2.84,56.3,33.3,39.6,219.0,2.43,100.9,2.31,0.41,2.19,1.3,46.0,6.45,1.3,02.07,0.18,0.0,0.0,0.0,5.21,0.47,0.53,47.1,Inverted Winger
2023-2024,Tomáš Suslov,"MF,FW",Hellas Verona,it Serie A,sk SVK,21,32,23,"2,092",23.2,0.13,0.22,0.34,0.09,0.3,0.04,0.04,0.3,0.0,0.0,0.15,0.11,0.16,0.11,0.06,0.27,3.19,2.2,0.65,29.4,0.04,0.13,25.8,0.17,0.05,-0.03,24.7,20.4,4.18,1.16,0.13,0.99,0.13,17.9,72.6,352.6,91.0,6.68,7.97,83.8,7.59,09.05,83.8,03.02,5.47,55.1,1.21,1.72,0.95,0.26,2.76,0.65,3.1,1.25,0.34,0.82,0.0,2.97,1.59,0.56,0.26,0.22,0.22,0.13,0.3,0.22,0.04,0.0,0.04,0.0,0.0,1.81,1.29,0.47,0.95,0.39,02.03,31.9,0.65,0.0,0.65,0.26,0.34,0.0,36.4,4.44,17.8,15.3,1.55,3.19,51.4,37.8,21.8,154.0,1.98,65.7,1.9,0.56,2.46,1.47,22.0,3.19,1.72,2.41,0.04,0.0,0.0,0.0,4.48,0.22,0.52,29.4,Inverted Winger
2023-2024,Ibrahim Sulemana,MF,Cagliari,it Serie A,gh GHA,20,21,16,"1,339",14.9,0.13,0.0,0.13,0.13,0.13,0.0,0.0,0.27,0.0,0.0,0.05,0.05,0.01,0.01,-0.01,0.06,0.94,0.87,0.2,23.1,0.15,0.67,23.2,0.0,0.06,0.08,30.3,29.9,0.2,0.2,0.0,0.67,0.2,24.2,79.9,433.8,84.6,10.9,12.3,88.6,10.1,11.5,87.8,2.82,4.83,58.3,0.27,02.01,0.13,0.13,1.81,0.54,0.87,0.0,0.0,0.0,0.0,1.34,1.14,0.0,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,2.42,0.94,01.01,01.01,0.4,1.81,63.0,1.61,0.34,1.28,0.47,1.54,0.0,41.4,11.7,22.7,7.72,0.47,1.21,50.0,44.4,20.3,114.8,1.1,46.4,0.6,0.07,1.21,01.07,22.1,0.94,1.21,0.74,0.07,0.0,0.0,0.0,5.7,0.87,1.28,40.6,
2023-2024,Niklas Süle,DF,Dortmund,de Bundesliga,de GER,27,23,14,"1,514",16.8,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.04,-0.01,0.04,0.54,0.42,0.06,14.3,0.14,1.0,16.0,0.0,0.06,0.04,89.6,85.2,4.35,2.86,0.0,0.36,0.06,83.4,93.1,1598.5,500.3,29.6,30.9,95.8,44.1,46.4,95.0,8.87,10.7,82.8,0.3,4.58,0.36,0.06,4.94,1.31,0.12,0.0,0.0,0.0,0.0,01.01,01.01,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,01.07,0.6,0.83,0.18,0.06,0.95,68.8,1.49,0.83,0.65,1.49,3.45,0.12,98.6,44.6,50.7,3.75,0.65,0.24,75.0,25.0,63.2,298.8,1.13,160.1,0.77,0.0,0.18,0.36,75.4,0.54,0.54,0.06,0.0,0.0,0.0,0.0,4.94,1.31,0.83,61.1,Ball Playing Defender
2023-2024,Isaac Success,"FW,MF",Udinese,it Serie A,ng NGA,27,27,9,880,9.8,0.1,0.1,0.2,0.1,0.2,0.0,0.1,0.41,0.0,0.0,0.28,0.19,0.11,0.06,-0.01,0.31,5.2,1.84,0.41,22.2,0.06,0.25,16.9,0.0,0.11,-0.09,20.8,20.5,0.2,0.0,0.31,0.92,0.1,13.3,63.7,199.5,47.7,7.76,11.3,68.5,3.57,4.8,74.5,1.12,2.14,52.4,1.12,1.63,0.41,0.0,1.73,0.31,0.2,0.0,0.0,0.0,0.0,2.96,1.84,0.0,0.31,0.31,0.51,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.61,0.41,0.0,0.51,0.1,0.31,33.3,0.61,0.1,0.51,0.2,1.12,0.0,33.9,2.86,16.2,15.4,2.86,04.08,50.0,35.0,24.2,132.2,1.53,41.7,1.22,0.51,3.67,2.76,29.4,5.2,2.76,3.47,0.1,0.0,0.0,0.0,2.45,2.76,3.16,46.6,Inverted Winger
2023-2024,Gabriel Suazo,DF,Toulouse,fr Ligue 1,cl CHI,25,31,27,"2,357",26.2,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.19,0.0,0.0,0.03,0.03,0.11,0.16,0.04,0.14,6.34,0.38,0.11,30.0,0.0,0.0,17.3,0.04,0.07,-0.03,56.6,46.6,9.85,1.83,0.31,1.56,0.15,44.4,78.5,724.7,254.2,21.6,24.6,87.9,18.7,23.4,80.0,03.02,5.69,53.0,1.64,2.75,1.72,0.42,4.35,0.31,3.85,0.8,0.31,0.42,0.0,3.17,2.37,0.42,0.08,0.04,0.08,0.19,0.34,0.31,0.0,0.0,0.0,0.0,0.04,2.52,1.22,1.53,0.73,0.27,3.28,44.2,1.41,0.15,1.26,0.99,1.26,0.0,65.9,15.0,30.4,21.3,02.02,2.37,56.5,38.7,43.3,220.7,1.68,98.0,1.91,0.34,1.26,0.61,39.5,6.34,0.92,1.11,0.11,0.04,0.0,0.0,5.46,0.65,0.76,45.9,Full-Back
2023-2024,Denis Suárez,"MF,FW",Villarreal,es La Liga,es ESP,29,4,1,133,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.2,0.4,-0.2,0.27,4.67,0.67,0.0,0.0,0.0,0.0,11.5,0.0,0.09,-0.07,62.7,54.7,8.0,6.0,0.0,0.67,0.0,52.7,84.0,882.7,345.3,25.3,28.7,88.4,22.7,25.3,89.5,3.33,5.33,62.5,2.0,7.33,1.33,0.67,8.67,0.67,2.67,1.33,1.33,0.0,0.0,5.33,4.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,1.33,1.33,0.0,0.0,2.67,0.0,76.0,14.0,39.3,23.3,3.33,6.67,50.0,30.0,40.0,286.0,2.67,179.3,0.67,0.67,2.0,1.33,52.7,4.67,2.67,1.33,0.67,0.0,0.0,0.0,5.33,0.0,0.67,0.0,Advanced Playmaker
2023-2024,Damián Suárez,DF,Getafe,es La Liga,uy URU,35,16,15,"1,299",14.4,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.49,0.0,0.07,0.02,0.02,0.06,0.08,0.08,0.08,3.26,0.28,0.07,25.0,0.0,0.0,25.3,0.07,0.08,-0.02,44.3,34.7,9.51,1.39,0.0,0.97,0.14,30.3,68.3,550.1,245.7,15.3,17.8,86.3,10.5,14.7,71.2,3.89,9.38,41.5,1.18,3.47,0.9,0.56,04.03,01.04,3.4,0.63,0.07,0.42,0.07,2.29,1.94,0.35,0.0,0.0,0.0,0.0,0.28,0.21,0.07,0.0,0.0,0.0,0.0,2.5,1.46,1.11,1.11,0.28,3.13,57.8,0.9,0.21,0.69,0.69,2.15,0.0,53.5,13.7,26.9,13.5,0.83,1.46,42.9,47.6,21.5,102.5,1.39,51.6,0.76,0.28,1.32,0.42,25.2,3.26,1.67,0.83,0.0,0.0,0.07,0.0,5.35,0.63,0.63,50.0,Full-Back
2023-2024,Álex Suárez,DF,Las Palmas,es La Liga,es ESP,30,32,30,"2,562",28.5,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.25,0.0,0.0,0.04,0.04,0.01,0.02,-0.01,0.05,0.53,0.25,0.18,71.4,0.29,0.4,9.9,0.0,0.22,0.03,56.6,49.2,7.33,2.39,0.04,0.39,0.07,49.0,86.5,813.9,327.2,23.9,25.7,92.8,20.4,22.8,89.4,3.37,5.93,56.8,0.21,3.58,0.28,0.11,3.82,0.18,0.53,0.0,0.0,0.0,0.0,0.63,0.46,0.07,0.0,0.07,0.04,0.0,0.07,0.04,0.0,0.0,0.04,0.0,0.0,1.86,1.26,1.16,0.53,0.18,1.3,83.8,1.16,0.49,0.67,0.63,2.95,0.0,64.9,25.0,35.8,4.63,0.56,0.56,68.8,12.5,34.6,142.2,0.42,71.7,0.53,0.0,0.56,0.39,42.5,0.53,0.95,0.98,0.11,0.0,0.04,0.04,3.44,1.65,1.65,50.0,No-Nonsense Full-Back
2023-2024,Cristhian Stuani,FW,Girona,es La Liga,uy URU,36,31,5,804,8.9,01.01,0.34,1.35,01.01,1.34,0.0,0.0,0.67,0.0,0.0,01.08,01.08,0.21,0.06,0.12,1.29,2.7,3.82,1.91,50.0,0.26,0.53,9.0,0.0,0.3,-0.07,12.9,11.3,1.57,0.11,0.11,0.22,0.0,9.44,73.0,113.1,14.6,5.96,7.64,77.9,2.36,3.15,75.0,0.22,0.56,40.0,1.12,0.0,0.11,0.0,0.56,0.0,0.11,0.0,0.0,0.0,0.0,1.8,1.24,0.0,0.11,0.34,0.0,0.11,0.34,0.22,0.0,0.0,0.11,0.0,0.0,1.57,1.24,0.45,0.67,0.45,0.79,57.1,01.01,0.22,0.79,0.56,1.46,0.0,24.5,3.82,10.1,10.6,5.28,0.56,20.0,80.0,11.3,43.4,0.34,13.4,0.11,0.34,1.91,0.34,15.4,2.7,3.15,0.79,0.45,0.0,0.0,0.0,1.46,2.81,2.58,52.1,Poacher
2023-2024,Kevin Strootman,MF,Genoa,it Serie A,nl NED,33,27,15,"1,207",13.4,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.3,0.0,0.0,0.01,0.01,0.1,0.16,0.05,0.1,1.64,0.07,0.0,0.0,0.0,0.0,24.5,0.0,0.08,-0.01,50.0,47.2,2.76,1.57,0.07,0.67,0.07,41.0,82.1,665.9,207.3,19.9,23.1,86.1,16.3,18.6,87.6,2.99,5.15,58.0,1.64,3.51,0.75,0.37,4.55,0.07,1.49,0.37,0.15,0.07,0.0,2.91,2.39,0.37,0.0,0.0,0.07,0.07,0.37,0.37,0.0,0.0,0.0,0.0,0.0,2.54,1.42,0.97,1.34,0.22,2.31,48.4,1.49,0.45,01.04,0.52,1.64,0.0,58.1,12.9,34.3,11.3,0.6,0.6,62.5,25.0,30.7,124.3,0.97,60.1,0.97,0.0,0.67,0.9,39.0,1.64,1.19,0.45,0.0,0.0,0.0,0.0,5.45,0.52,0.82,38.9,Defensive Midfielder
2023-2024,Gabriel Strefezza,FW,Lecce,it Serie A,br BRA,26,19,13,"1,112",12.4,0.08,0.0,0.08,0.0,0.0,0.08,0.08,0.32,0.0,0.0,0.2,0.14,0.1,0.1,-0.1,0.23,6.53,2.18,0.4,18.5,0.0,0.0,22.8,0.08,0.06,-0.14,33.2,28.4,4.6,1.53,0.24,0.73,0.24,24.2,72.8,419.1,118.0,12.2,14.0,86.8,8.31,11.0,75.2,2.98,5.65,52.9,1.61,2.74,1.61,0.56,4.35,0.48,3.39,1.77,0.56,0.16,0.0,3.31,2.42,0.32,0.08,0.24,0.08,0.16,0.16,0.08,0.08,0.0,0.0,0.0,0.0,1.94,1.37,0.65,0.56,0.73,1.61,70.0,1.37,0.0,1.37,0.56,0.89,0.0,45.2,4.92,19.0,22.4,1.69,2.82,42.9,42.9,29.7,190.3,2.74,91.6,2.98,0.32,1.94,1.94,31.0,6.53,1.61,2.98,0.24,0.0,0.0,0.0,4.11,0.32,1.13,22.2,Inverted Winger
2023-2024,Jørgen Strand Larsen,FW,Celta Vigo,es La Liga,no NOR,23,37,36,"2,863",31.8,0.41,0.09,0.5,0.41,0.5,0.0,0.0,0.16,0.0,0.0,0.46,0.46,0.08,0.07,0.02,0.53,5.75,2.58,1.1,42.7,0.16,0.37,11.2,0.0,0.18,-0.05,19.4,18.5,0.88,0.0,0.09,0.69,0.09,13.3,68.4,159.8,24.1,8.99,11.6,77.3,2.67,4.15,64.4,0.47,0.72,65.2,0.75,0.66,0.47,0.09,0.79,0.06,0.57,0.0,0.0,0.0,0.0,1.92,1.35,0.0,0.16,0.28,0.13,0.0,0.25,0.16,0.0,0.0,0.03,0.06,0.0,0.66,0.35,0.03,0.47,0.16,1.19,21.1,0.47,0.03,0.44,0.16,0.53,0.0,31.4,2.17,14.8,14.8,5.19,2.33,39.2,52.7,19.5,80.1,01.04,30.7,0.75,0.82,3.62,1.57,24.6,5.75,02.04,1.51,0.66,0.03,0.0,0.0,2.77,2.3,2.58,47.1,Poacher
2023-2024,Thomas Strakosha,GK,Brentford,eng Premier League,al ALB,28,2,1,135,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,47.3,30.0,17.3,7.33,0.0,0.0,0.0,34.7,73.2,1006.0,651.3,4.0,4.0,100.0,18.0,18.7,96.4,12.7,24.7,51.4,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,49.3,0.67,0.0,0.0,0.0,0.0,0.0,23.3,104.0,0.0,58.7,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,Sweeper Keeper
2023-2024,John Stones,"DF,MF",Manchester City,eng Premier League,eng ENG,29,16,12,"1,064",11.8,0.08,0.0,0.08,0.08,0.08,0.0,0.0,0.17,0.0,0.0,0.08,0.08,0.02,0.03,-0.02,0.11,02.03,0.34,0.17,50.0,0.25,0.5,15.9,0.0,0.26,0.00,71.1,69.8,1.27,0.76,0.0,0.51,0.0,66.2,93.1,1048.7,243.4,34.1,36.1,94.4,27.3,28.4,96.1,3.47,4.58,75.9,0.51,4.49,0.08,0.0,4.83,0.59,0.42,0.0,0.0,0.0,0.0,1.95,1.78,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.08,0.0,0.08,0.25,0.0,0.93,0.59,0.34,0.85,1.78,0.0,76.9,20.3,41.0,16.0,0.85,0.51,16.7,66.7,50.5,281.3,1.36,139.5,02.03,0.08,0.42,0.51,62.9,2.3,0.34,0.42,0.0,0.0,0.0,0.0,3.9,1.19,0.42,73.7,Ball Playing Defender
2023-2024,Filip Stojilković,"FW,MF",Darmstadt 98,de Bundesliga,ch SUI,23,6,0,154,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.12,5.88,2.35,0.59,25.0,0.0,0.0,20.5,0.0,0.05,-0.12,12.4,11.8,0.59,0.0,0.0,0.0,0.0,5.88,47.6,103.5,26.5,1.76,4.71,37.5,4.12,07.06,58.3,0.0,0.0,0.0,0.0,1.18,0.59,0.0,1.76,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,20.6,1.18,7.6,12.4,4.71,1.76,33.3,33.3,14.1,91.8,2.35,58.2,1.18,2.35,2.35,0.0,14.7,5.88,1.76,0.59,1.18,0.0,0.0,0.0,2.35,0.0,1.18,0.0,Poacher
2023-2024,Kevin Stöger,MF,Bochum,de Bundesliga,at AUT,29,32,32,"2,668",29.6,0.24,0.34,0.57,0.1,0.44,0.14,0.14,0.27,0.0,0.0,0.21,0.1,0.33,0.33,0.0,0.44,4.7,2.4,0.47,19.7,0.04,0.21,25.7,0.44,0.04,-0.00,68.5,55.7,12.2,5.27,0.54,1.86,0.54,46.0,67.2,853.1,362.8,20.4,25.7,79.5,17.2,24.0,71.4,07.03,14.0,50.1,4.29,6.59,2.57,0.84,9.56,0.41,8.72,3.72,1.42,02.03,0.03,7.8,4.43,2.6,0.17,0.34,0.24,0.03,0.61,0.34,0.2,0.03,0.03,0.0,0.0,1.66,01.01,0.71,0.71,0.24,2.13,39.7,1.55,0.14,1.42,0.64,0.61,0.0,80.5,8.34,43.5,29.07,1.86,2.2,38.5,47.7,40.4,208.2,2.74,106.1,2.43,0.27,1.52,1.35,49.5,4.7,1.22,2.13,0.03,0.0,0.0,0.0,07.09,0.27,1.11,19.5,Deep Lying Playmaker
2023-2024,Angelo Stiller,MF,Stuttgart,de Bundesliga,de GER,22,31,30,"2,694",29.9,0.03,0.17,0.2,0.03,0.2,0.0,0.0,0.17,0.0,0.0,0.05,0.05,0.17,0.18,-0.0,0.22,2.37,0.54,0.1,18.8,0.06,0.33,22.0,0.07,0.1,-0.02,88.2,81.9,6.29,03.04,0.4,0.64,0.03,78.5,89.0,1255.4,386.1,38.4,41.2,93.2,32.8,35.0,93.7,4.72,8.13,58.0,1.71,7.66,0.97,0.2,7.36,0.3,2.71,2.21,01.07,0.5,0.0,3.81,2.88,0.74,0.0,0.07,0.03,0.1,0.33,0.27,0.03,0.0,0.0,0.0,0.03,1.84,1.1,0.5,1.14,0.2,1.4,57.1,1.37,0.43,0.94,0.94,0.84,0.07,96.1,17.6,61.7,17.6,0.97,0.84,68.0,24.0,50.9,195.0,1.24,92.8,1.54,0.13,1.3,0.9,72.3,2.37,1.2,1.1,0.0,0.0,0.0,0.0,6.56,1.0,1.0,50.0,Deep Lying Playmaker
