Season,Player,Pos,Squad,Comp,Nation,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Second Yellow Card,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,npxG + xAG,PrgR,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Non-Penalty Goals - npxG,Pass Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Passes Blocked,Passes Offside,Passes Completed,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,% of Dribblers Tackled,Blocks,Shots Blocked,Passes Blocked.1,Interceptions,Clearences,Errors,Touches,Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Take-Ons Attempted,Successful Take-On %,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carries,Progressive Carrying Distance, Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Best Role
2023-2024,Luca Koleosho,"MF,FW",Burnley,eng Premier League,it ITA,18,15,13,974,10.8,0.09,0.09,0.19,0.09,0.18,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.12,0.1,-0.03,0.31,7.59,2.13,0.46,21.7,0.04,0.2,18.5,0.0,0.09,-0.09,25.4,24.7,0.56,0.19,0.0,1.48,0.09,17.8,70.1,232.3,44.0,11.7,14.2,82.4,5.19,7.31,70.9,0.19,0.83,22.2,1.02,0.83,0.56,0.19,1.76,0.0,2.13,0.0,0.0,0.0,0.0,2.59,1.11,0.0,1.02,0.19,0.28,0.0,0.56,0.19,0.0,0.28,0.0,0.09,0.0,0.65,0.37,0.19,0.46,0.0,0.93,20.0,1.2,0.0,1.2,0.19,0.0,0.0,38.5,3.06,13.8,22.2,4.81,7.22,42.3,50.0,27.7,241.0,4.91,128.1,3.43,2.69,2.04,1.3,29.0,7.59,1.67,1.2,0.74,0.09,0.0,0.0,4.26,0.19,2.5,6.9,Winger
2022-2023,Nordine Kandil,"MF,FW",Strasbourg,fr Ligue 1,fr FRA,20,7,0,101,1.1,0.0,0.91,0.91,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.73,0.73,0.18,0.82,8.18,2.73,0.0,0.0,0.0,0.0,19.3,0.0,0.05,-0.18,55.5,53.6,1.82,0.91,0.91,1.82,0.0,40.0,72.1,513.6,127.3,24.5,28.2,87.1,11.8,19.1,61.9,0.91,2.73,33.3,1.82,3.64,1.82,0.0,5.45,0.0,3.64,0.0,0.0,0.0,0.0,7.27,2.73,0.91,1.82,0.91,0.91,0.0,1.82,0.91,0.0,0.0,0.91,0.0,0.0,2.73,1.82,0.91,1.82,0.0,2.73,0.0,1.82,0.0,1.82,0.91,0.91,0.0,79.1,10.0,30.0,41.8,4.55,11.8,46.2,53.8,62.7,487.3,8.18,267.3,9.09,2.73,4.55,2.73,55.5,8.18,0.91,2.73,0.0,0.0,0.0,0.0,13.6,2.73,0.0,100.0,Attacking Midfielder
2023-2024,Sead Kolašinac,DF,Atalanta,it Serie A,ba BIH,30,30,25,"2,178",24.2,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.17,0.0,0.0,0.05,0.05,0.05,0.02,-0.05,0.1,1.24,0.54,0.21,38.5,0.08,0.2,12.3,0.0,0.1,-0.01,52.8,49.3,3.35,1.16,0.04,1.07,0.21,44.5,84.3,690.2,249.5,24.1,26.4,91.4,17.9,20.4,87.7,1.69,3.55,47.7,0.33,3.26,0.29,0.08,3.88,0.17,0.37,0.0,0.0,0.0,0.0,0.99,0.74,0.0,0.12,0.08,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.82,1.32,0.95,0.79,0.08,2.02,61.2,0.91,0.37,0.54,0.87,1.94,0.0,60.8,25.1,29.6,6.65,1.12,0.37,77.8,0.0,31.0,142.2,1.32,79.2,0.99,0.21,0.79,0.37,38.3,1.24,1.2,0.83,0.04,0.0,0.0,0.0,6.24,1.4,1.32,51.5,Wing-Back
2022-2023,Kevin Kampl,MF,RB Leipzig,de Bundesliga,si SVN,31,30,16,"1,372",15.2,0.13,0.13,0.26,0.13,0.26,0.0,0.0,0.53,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.14,0.99,0.46,0.13,28.6,0.29,1.0,19.4,0.0,0.16,0.06,59.1,57.4,1.58,1.51,0.39,1.64,0.13,52.0,88.1,848.3,222.6,26.1,28.7,90.8,21.6,23.3,92.7,3.29,4.21,78.1,0.79,4.67,0.92,0.07,5.26,0.13,0.26,0.0,0.0,0.0,0.0,2.7,2.57,0.0,0.0,0.07,0.0,0.07,0.33,0.33,0.0,0.0,0.0,0.0,0.0,1.38,0.72,0.39,0.92,0.07,1.78,22.2,1.71,0.59,1.12,1.45,0.72,0.0,66.8,13.2,43.2,11.1,0.26,0.79,75.0,16.7,42.9,223.4,1.51,109.7,1.51,0.13,1.25,0.66,46.5,0.99,1.45,0.46,0.07,0.0,0.0,0.0,7.7,0.46,1.25,26.9,Mezzala
2023-2024,Koke,MF,Atlético Madrid,es La Liga,es ESP,31,35,32,"2,493",27.7,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.18,0.0,0.0,0.01,0.01,0.13,0.11,0.01,0.15,0.94,0.36,0.07,20.0,0.0,0.0,21.9,0.0,0.04,-0.01,81.7,78.8,2.42,2.31,0.51,0.69,0.47,73.5,90.0,1194.0,384.8,38.5,40.3,95.4,26.1,28.5,91.6,6.28,8.74,71.9,0.94,7.08,1.19,0.04,7.65,1.12,0.4,0.04,0.0,0.04,0.0,2.06,1.88,0.11,0.0,0.04,0.0,0.04,0.4,0.4,0.0,0.0,0.0,0.0,0.0,2.38,1.59,0.97,1.16,0.25,2.85,45.6,1.34,0.43,0.9,0.58,1.23,0.04,89.6,21.4,56.7,12.1,0.43,0.4,45.5,54.5,53.2,217.2,0.94,103.7,1.16,0.04,0.76,0.72,68.6,0.94,0.69,0.69,0.0,0.0,0.0,0.0,7.15,0.54,0.58,48.4,Central Midfielder
2022-2023,Marcin Kamiński,DF,Schalke 04,de Bundesliga,pl POL,30,8,7,632,7.0,0.29,0.0,0.29,0.29,0.28,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.01,0.01,-0.01,0.07,0.43,0.57,0.29,50.0,0.5,1.0,16.4,0.29,0.1,0.23,44.9,41.3,3.29,2.71,0.0,0.29,0.29,36.3,80.9,747.0,326.4,11.6,12.6,92.0,17.7,20.6,86.1,6.71,10.4,64.4,0.29,2.86,0.14,0.0,3.57,0.43,0.43,0.0,0.0,0.0,0.0,1.71,1.57,0.0,0.14,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.86,0.57,0.57,0.0,0.29,0.57,50.0,1.14,1.0,0.14,1.29,4.0,0.0,54.3,29.4,21.7,3.43,0.57,0.14,100.0,0.0,24.4,91.9,0.29,55.3,0.14,0.0,0.57,0.14,27.3,0.43,0.14,0.0,0.0,0.0,0.0,0.0,5.86,4.14,2.43,63.0,Ball Playing Defender
2023-2024,Dominik Kohr,"DF,MF",Mainz 05,de Bundesliga,de GER,29,31,27,"2,184",24.3,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.62,0.04,0.04,0.07,0.07,0.05,0.05,-0.05,0.12,1.07,1.03,0.29,28.0,0.04,0.14,16.5,0.0,0.07,-0.02,47.7,45.6,1.93,1.65,0.0,1.11,0.16,36.0,75.6,678.5,233.3,13.4,16.0,83.6,18.7,22.2,84.1,3.37,7.45,45.3,0.62,3.58,0.62,0.21,4.07,0.29,0.91,0.0,0.0,0.0,0.0,1.15,0.91,0.0,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,1.73,1.48,1.03,0.16,2.35,63.2,1.11,0.25,0.86,1.77,2.39,0.0,58.2,22.3,29.9,6.42,1.15,0.45,45.5,54.5,26.0,116.0,0.78,50.8,0.41,0.08,0.91,0.16,33.4,1.07,1.98,1.07,0.0,0.0,0.0,0.0,5.51,1.73,1.69,50.6,Ball Winning Midfielder
2022-2023,Jakub Kamiński,"FW,DF",Wolfsburg,de Bundesliga,pl POL,20,31,25,"2,058",22.9,0.17,0.09,0.26,0.17,0.26,0.0,0.0,0.0,0.0,0.0,0.22,0.21,0.16,0.17,-0.07,0.37,7.47,1.7,0.61,35.9,0.1,0.29,15.9,0.0,0.12,-0.03,29.1,27.2,1.83,0.0,0.17,1.22,0.09,21.6,74.2,323.1,99.5,12.0,14.6,82.1,7.38,9.34,79.0,1.31,2.45,53.6,1.22,1.31,1.7,0.22,3.41,0.17,1.53,0.0,0.0,0.0,0.0,3.01,2.66,0.0,0.17,0.04,0.04,0.09,0.61,0.61,0.0,0.0,0.0,0.0,0.0,1.57,1.09,0.66,0.57,0.35,1.75,50.0,1.62,0.09,1.53,0.35,0.66,0.0,41.1,6.33,14.6,20.5,3.41,2.88,42.4,51.5,24.0,125.9,2.05,63.9,1.31,0.79,2.49,1.4,26.5,7.47,0.39,0.57,0.13,0.04,0.0,0.0,4.28,0.57,1.18,32.5,Inverted Winger
2023-2024,Philipp Köhn,GK,Monaco,fr Ligue 1,ch SUI,25,22,22,"1,98",22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,30.3,22.0,8.27,2.36,0.0,0.0,0.05,21.8,71.8,592.3,423.0,3.68,3.68,100.0,10.8,10.9,99.2,7.23,15.6,46.2,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.09,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,100.0,0.0,0.0,0.0,0.05,0.23,0.14,32.1,32.0,0.09,0.0,0.0,0.05,100.0,0.0,22.4,124.1,0.0,65.1,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.18,0.14,0.0,100.0,Sweeper Keeper
2022-2023,Boubacar Kamara,MF,Aston Villa,eng Premier League,fr FRA,22,24,21,"1,777",19.7,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.01,0.01,0.04,0.04,0.01,0.05,0.41,0.2,0.05,25.0,0.0,0.0,29.7,0.0,0.05,-0.01,47.8,46.0,1.73,1.62,0.1,1.02,0.0,40.5,84.8,668.1,197.7,20.1,22.4,89.6,15.4,17.0,90.7,3.4,4.82,70.5,0.36,3.1,0.3,0.0,4.26,0.51,0.05,0.0,0.0,0.0,0.0,1.17,0.96,0.0,0.05,0.0,0.15,0.0,0.2,0.1,0.0,0.05,0.0,0.05,0.0,2.94,1.27,1.27,1.17,0.51,2.84,48.2,1.93,0.61,1.32,0.96,1.22,0.15,58.1,18.4,33.6,6.7,0.51,1.78,45.7,34.3,31.6,130.5,0.81,59.5,0.56,0.05,1.02,0.71,36.2,0.41,1.73,1.57,0.0,0.0,0.0,0.0,6.4,1.12,0.86,56.4,Ball Winning Midfielder
2023-2024,Robin Koch,DF,Eint Frankfurt,de Bundesliga,de GER,27,31,31,"2,738",30.4,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.33,0.0,0.0,0.1,0.1,0.01,0.02,-0.01,0.11,0.1,0.79,0.16,20.8,0.08,0.4,11.3,0.0,0.13,-0.04,71.1,69.0,2.07,1.58,0.07,0.39,0.03,62.6,88.0,1203.8,420.2,19.4,21.0,92.5,37.7,40.3,93.5,5.2,8.62,60.3,0.13,3.19,0.13,0.0,3.82,0.07,0.13,0.0,0.0,0.0,0.0,0.59,0.49,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.25,0.76,0.86,0.39,0.0,0.89,63.0,1.09,0.79,0.3,1.05,4.47,0.07,81.2,40.2,39.1,2.24,1.05,0.13,50.0,50.0,50.0,233.8,0.46,134.9,0.49,0.0,0.3,0.07,57.4,0.1,0.66,0.43,0.0,0.0,0.07,0.0,4.54,2.63,1.64,61.5,Ball Playing Defender
2022-2023,Bingourou Kamara,GK,Montpellier,fr Ligue 1,sn SEN,25,5,4,408,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,29.1,19.3,9.56,1.78,0.0,0.0,0.22,19.3,66.4,527.6,421.8,3.56,3.78,94.1,9.56,9.78,97.7,6.22,15.3,40.6,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,31.8,31.8,0.0,0.0,0.0,0.0,0.0,0.0,19.1,92.4,0.0,54.2,0.0,0.0,0.0,0.0,12.7,0.0,0.22,0.22,0.0,0.0,0.22,0.0,0.89,0.22,0.0,100.0,Goalkeeper
2023-2024,Gregor Kobel,GK,Dortmund,de Bundesliga,ch SUI,25,27,27,"2,365",26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,44.7,36.2,8.37,2.09,0.0,0.0,0.15,37.0,82.9,923.9,571.0,7.98,8.02,99.5,19.0,19.2,99.0,9.85,17.1,57.6,0.0,0.49,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.42,0.0,47.1,46.8,0.3,0.0,0.0,0.04,100.0,0.0,28.4,140.4,0.0,65.7,0.0,0.0,0.0,0.0,27.8,0.0,0.08,0.11,0.0,0.0,0.08,0.0,1.56,0.19,0.0,100.0,Sweeper Keeper
2022-2023,Waren Kamanzi,DF,Toulouse,fr Ligue 1,no NOR,21,11,7,665,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.04,0.04,0.04,0.03,-0.04,0.07,3.78,0.27,0.14,50.0,0.0,0.0,18.1,0.0,0.13,-0.04,48.4,39.9,8.38,0.54,0.0,0.54,0.14,41.4,85.5,559.5,174.2,25.3,28.1,89.9,13.2,16.6,79.7,0.95,1.35,70.0,0.68,2.3,0.27,0.0,2.97,0.14,0.81,0.0,0.0,0.0,0.0,1.49,1.35,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1.22,1.22,0.68,0.27,2.57,68.4,1.08,0.27,0.81,1.08,1.22,0.0,58.2,18.6,25.3,14.7,0.95,2.43,55.6,27.8,39.6,231.8,2.97,136.1,2.97,0.54,0.81,0.81,34.1,3.78,0.95,0.95,0.0,0.0,0.0,0.0,6.35,0.41,0.81,33.3,Wing-Back
2023-2024,Robin Knoche,DF,Union Berlin,de Bundesliga,de GER,31,24,20,"1,917",21.3,0.05,0.0,0.05,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06,0.02,0.01,0.02,-0.01,0.03,0.09,0.33,0.14,42.9,0.14,0.33,13.3,0.0,0.06,0.03,54.1,52.1,1.97,1.36,0.0,0.38,0.09,43.7,80.7,868.1,331.6,12.6,14.4,87.6,25.3,28.5,88.9,5.02,9.58,52.5,0.14,2.3,0.14,0.0,3.33,0.19,0.14,0.0,0.0,0.0,0.0,0.61,0.42,0.05,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.03,1.27,0.33,0.0,1.41,63.3,1.27,0.89,0.38,0.61,3.43,0.0,63.0,33.8,28.2,1.5,0.66,0.23,60.0,20.0,33.5,165.8,0.09,90.7,0.19,0.0,0.75,0.0,36.9,0.09,0.47,0.47,0.0,0.0,0.05,0.05,7.14,2.16,1.92,52.9,Central Defender
2022-2023,Daichi Kamada,MF,Eint Frankfurt,de Bundesliga,jp JPN,25,32,25,"2,265",25.2,0.36,0.24,0.6,0.24,0.48,0.12,0.12,0.12,0.0,0.0,0.39,0.3,0.13,0.14,0.1,0.43,4.17,1.63,0.44,26.8,0.15,0.55,16.6,0.16,0.18,-0.06,49.4,46.9,2.34,1.03,0.2,1.03,0.16,39.9,80.7,660.0,189.8,19.8,22.7,87.4,16.3,19.0,85.8,2.94,5.36,54.8,1.35,4.64,1.11,0.16,6.35,0.48,1.98,1.23,0.63,0.32,0.0,3.37,2.66,0.16,0.2,0.12,0.2,0.04,0.67,0.52,0.04,0.0,0.04,0.08,0.0,2.02,1.23,0.4,1.47,0.16,2.26,54.4,1.23,0.08,1.15,0.63,0.67,0.04,59.6,8.17,35.6,16.3,2.74,1.43,41.7,52.8,34.6,164.8,1.87,76.3,1.47,0.52,1.27,0.95,41.3,4.17,1.59,1.03,0.28,0.04,0.04,0.0,5.63,0.71,1.35,34.6,Inverted Winger
2023-2024,Ansgar Knauff,"MF,DF",Eint Frankfurt,de Bundesliga,de GER,21,31,24,"2,109",23.4,0.3,0.09,0.38,0.3,0.38,0.0,0.0,0.3,0.04,0.04,0.24,0.24,0.1,0.12,-0.01,0.34,7.01,1.58,0.56,35.1,0.19,0.54,14.4,0.0,0.15,0.06,31.9,29.2,2.44,0.09,0.13,1.88,0.26,20.3,63.6,301.8,97.4,11.7,15.2,77.2,6.84,10.5,65.3,1.11,2.56,43.3,0.77,1.07,1.11,0.43,2.44,0.04,1.97,0.0,0.0,0.0,0.0,2.61,2.18,0.0,0.26,0.09,0.0,0.09,0.26,0.21,0.0,0.0,0.0,0.0,0.04,1.84,1.11,0.73,0.68,0.43,1.32,54.8,1.71,0.13,1.58,0.85,0.64,0.0,44.4,7.69,19.4,18.1,4.32,2.74,39.1,51.6,23.1,152.1,3.29,80.8,1.45,1.62,1.88,1.11,26.1,7.1,1.37,1.03,0.09,0.0,0.13,0.0,3.93,0.98,1.84,34.8,Winger
2022-2023,Justin-Noël Kalumba,DF,Angers,fr Ligue 1,fr FRA,17,7,7,546,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.15,-0.02,0.03,5.08,0.33,0.0,0.0,0.0,0.0,24.4,0.0,0.03,-0.02,26.9,24.9,1.97,0.0,0.0,1.48,0.0,21.5,79.9,306.1,81.6,13.0,14.3,90.8,7.38,9.51,77.6,0.49,0.98,50.0,0.33,1.31,0.49,0.33,1.64,0.0,2.13,0.33,0.16,0.16,0.0,1.31,0.49,0.0,0.0,0.16,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.82,0.82,0.33,0.33,2.62,31.3,0.66,0.16,0.49,0.66,0.82,0.0,36.1,8.2,15.2,13.4,0.98,3.11,52.6,36.8,28.4,179.2,1.48,82.0,1.64,0.16,2.3,1.15,25.2,5.08,0.49,1.48,0.0,0.0,0.0,0.0,4.1,0.0,0.66,0.0,
2023-2024,Justin Kluivert,"MF,FW",Bournemouth,eng Premier League,nl NED,24,32,26,"1,916",21.3,0.33,0.05,0.38,0.33,0.38,0.0,0.0,0.23,0.0,0.0,0.29,0.29,0.09,0.08,-0.04,0.38,5.35,2.63,0.94,35.7,0.13,0.35,17.4,0.14,0.11,0.04,19.8,18.7,0.85,0.05,0.0,0.89,0.19,13.5,68.4,206.2,56.0,6.9,9.11,75.8,4.88,6.43,75.9,0.85,1.5,56.3,0.99,0.47,1.13,0.09,2.35,0.14,1.36,0.09,0.0,0.0,0.05,2.77,1.74,0.0,0.42,0.28,0.19,0.14,0.23,0.14,0.0,0.05,0.0,0.0,0.05,1.31,0.66,0.23,0.56,0.52,1.41,26.7,0.75,0.05,0.7,0.38,0.52,0.0,32.6,4.04,10.5,18.6,5.07,3.15,35.8,61.2,19.4,137.6,3.05,77.2,1.74,1.64,2.35,1.41,20.8,5.35,2.44,1.31,0.23,0.0,0.0,0.0,4.13,0.56,1.03,35.3,Inverted Winger
2022-2023,Pierre Kalulu,DF,Milan,it Serie A,fr FRA,22,34,26,"2,548",28.3,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.14,0.0,0.0,0.05,0.05,0.04,0.04,-0.04,0.1,1.52,0.39,0.07,18.2,0.09,0.5,10.0,0.0,0.14,-0.02,64.3,59.2,5.05,1.84,0.11,0.46,0.14,56.1,87.3,1.1,350.6,21.6,23.4,92.3,29.5,32.1,92.0,4.52,7.35,61.5,0.35,3.85,0.35,0.18,4.88,0.11,0.99,0.0,0.0,0.0,0.0,1.17,0.99,0.07,0.0,0.07,0.0,0.04,0.11,0.07,0.04,0.0,0.0,0.0,0.0,2.01,1.38,1.17,0.74,0.11,1.48,66.7,1.45,0.6,0.85,1.45,1.98,0.04,74.2,31.4,37.3,6.08,0.64,0.64,55.6,27.8,45.4,266.0,1.84,146.6,0.88,0.0,0.88,0.18,49.8,1.52,0.85,0.81,0.07,0.0,0.04,0.0,5.83,1.27,1.17,52.2,Full-Back
2023-2024,Lukas Klostermann,DF,RB Leipzig,de Bundesliga,de GER,27,25,16,"1,436",16.0,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.19,0.0,0.0,0.04,0.04,0.03,0.06,-0.03,0.07,0.81,0.38,0.13,33.3,0.17,0.5,16.2,0.0,0.12,0.02,72.2,70.4,1.75,0.88,0.19,0.5,0.06,64.7,89.6,1202.2,393.3,21.3,23.3,91.4,38.1,40.4,94.3,4.81,7.0,68.8,0.31,4.81,0.44,0.0,5.63,0.25,0.5,0.0,0.0,0.0,0.0,0.88,0.81,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.63,0.44,0.44,0.06,0.81,30.8,1.56,0.75,0.81,0.81,4.0,0.06,81.6,28.5,48.6,4.63,0.44,0.06,0.0,100.0,51.4,228.4,0.88,127.4,0.56,0.0,0.25,0.0,58.5,0.81,0.69,0.31,0.06,0.0,0.0,0.0,5.06,1.0,2.0,33.3,Full-Back
2022-2023,Gedeon Kalulu,DF,Lorient,fr Ligue 1,cd COD,24,29,28,"2,438",27.1,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.22,0.0,0.0,0.02,0.02,0.06,0.04,0.09,0.08,3.03,0.37,0.07,20.0,0.0,0.0,20.9,0.0,0.07,-0.02,50.7,42.5,8.08,1.62,0.0,1.37,0.18,40.6,80.1,651.5,248.6,20.7,23.0,90.0,15.3,18.8,81.4,2.84,5.65,50.3,0.85,3.03,0.63,0.18,3.91,0.15,1.07,0.0,0.0,0.0,0.0,1.51,1.29,0.04,0.11,0.04,0.04,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,2.36,1.25,1.59,0.52,0.26,1.77,62.5,1.18,0.11,1.07,1.03,2.92,0.07,61.0,22.5,27.5,11.6,1.48,1.51,51.2,36.6,40.3,259.4,2.14,120.4,1.77,0.22,1.14,0.66,35.6,3.03,1.11,0.66,0.07,0.0,0.0,0.0,6.09,1.03,0.92,52.8,
2023-2024,Tim Kleindienst,FW,Heidenheim,de Bundesliga,de GER,27,33,33,"2,869",31.9,0.38,0.09,0.47,0.31,0.41,0.06,0.06,0.19,0.0,0.0,0.44,0.39,0.1,0.06,-0.01,0.49,5.58,2.54,0.97,38.3,0.12,0.32,13.6,0.0,0.15,-0.07,27.4,26.0,1.35,0.0,0.06,1.57,0.09,16.2,59.0,228.7,53.5,9.25,14.5,63.9,4.61,7.24,63.6,0.94,1.47,63.8,0.85,1.82,0.31,0.06,2.29,0.22,0.6,0.0,0.0,0.0,0.0,2.23,1.69,0.0,0.13,0.28,0.03,0.09,0.34,0.25,0.0,0.03,0.03,0.03,0.0,0.66,0.38,0.19,0.34,0.13,0.78,28.0,1.0,0.25,0.75,0.38,1.82,0.0,41.5,4.08,19.8,18.1,4.45,1.97,30.2,65.1,19.7,85.4,1.25,34.4,1.16,0.5,3.45,1.76,29.2,5.58,2.76,0.41,0.5,0.0,0.0,0.0,3.13,5.61,3.67,60.5,Target Forward
2022-2023,Yayah Kallon,"MF,FW",Hellas Verona,it Serie A,sl SLE,21,22,8,860,9.6,0.1,0.1,0.21,0.1,0.21,0.0,0.0,0.1,0.0,0.0,0.18,0.18,0.16,0.09,-0.05,0.33,6.67,2.08,0.63,30.0,0.05,0.17,19.4,0.0,0.08,-0.07,24.07,23.2,1.25,0.21,0.0,1.04,0.21,15.4,62.4,227.0,68.0,8.23,11.0,74.5,5.31,8.65,61.4,0.83,1.77,47.1,1.35,1.04,1.46,0.63,2.29,0.0,3.44,0.1,0.0,0.0,0.0,3.13,2.5,0.0,0.21,0.1,0.31,0.0,0.21,0.1,0.0,0.0,0.1,0.0,0.0,1.46,1.04,0.52,0.42,0.52,1.25,58.3,1.04,0.0,1.04,0.83,0.52,0.0,37.1,3.23,13.2,21.6,4.48,3.13,26.07,46.7,24.3,183.8,3.44,79.6,2.08,1.46,2.92,1.56,24.7,6.67,1.35,2.19,0.42,0.0,0.0,0.0,4.17,0.94,2.29,29.0,Inverted Winger
2023-2024,Christoph Klarer,DF,Darmstadt 98,de Bundesliga,at AUT,23,30,28,"2,354",26.2,0.08,0.08,0.15,0.08,0.15,0.0,0.0,0.34,0.0,0.0,0.05,0.05,0.03,0.04,0.04,0.08,0.42,0.34,0.08,22.2,0.22,1.0,9.3,0.0,0.13,0.03,45.8,44.0,1.76,1.45,0.0,0.42,0.04,39.8,87.0,781.4,251.0,12.8,13.9,92.6,22.4,24.2,92.6,4.24,6.72,63.1,0.46,2.21,0.15,0.04,2.44,0.5,0.31,0.0,0.0,0.0,0.0,0.84,0.73,0.04,0.0,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.41,0.84,1.15,0.15,0.11,1.37,66.7,1.18,0.76,0.42,0.8,3.59,0.04,55.0,29.3,22.5,3.36,1.22,0.27,85.7,14.3,30.0,131.8,0.34,67.8,0.27,0.08,0.23,0.23,37.7,0.42,1.11,0.5,0.15,0.0,0.0,0.0,3.32,1.6,1.45,52.5,Central Defender
